Date ,State ,Total_Count,Male_Count,Female_Count,,,,
2021-07-10,Idaho,195831,93304,101137,,,,
2021-07-10,Illinois,1395497,656881,718326,,,,
2021-07-10,Indiana,757062,351277,399729,,,,
2021-07-10,Iowa,405599,190632,210911,,,,
2021-07-10,Kansas,320437,153316,166361,,,,
2021-07-10,Kentucky,466884,219062,242500,,,,
2021-07-10,Louisiana,487588,214539,273049,,,,
2021-07-10,Maine,69219,33588,35631,,,,
2021-07-10,Maryland,463107,220863,242244,,,,
2021-07-10,Massachussets,664575,0,0,,,,
2021-07-10,Michigan,896067,432869,458149,,,,
2021-07-10,Minnesota,606297,294786,308603,,,,
2021-07-10,Mississippi,324057,0,0,,,,
2021-07-10,Missouri,533837,244226,283459,,,,
2021-07-10,Montana,114240,54838,59381,,,,
2021-07-10,Nebraska,0,#VALUE!,#VALUE!,,,,
2021-07-10,Nevada,336109,155518,166852,,,,
2021-07-10,New Hampshire,99626,48394,50124,,,,
2021-07-10,New Jersey,894007,432763,459125,,,,
2021-07-10,New Mexico,205915,97067,105793,,,,
2021-07-10,New York,2099931,1012167,1064665,,,,
2021-07-10,North Carolina,1015847,473955,538053,,,,
2021-07-10,North Dakota,110751,53462,57289,,,,
2021-07-10,Ohio,1112689,509885,589979,,,,
2021-07-10,Oklahoma,457490,215890,241578,,,,
2021-07-10,Oregon,209476,101266,106041,,,,
2021-07-10,Pennsylvania,1213135,569800,638023,,,,
2021-07-10,Puerto Rico,123414,57640,65774,,,,
2021-07-10,Rhode Island,143373,63093,70759,,,,
2021-07-10,South Carolina,598918,266081,314068,,,,
2021-07-10,South Dakota,124641,59849,64792,,,,
2021-07-10,Tennessee,868322,402707,461392,,,,
2021-07-10,Texas,2559734,1656148,875429,,,,
2021-07-10,US Virgin Islands,4005,1846,2025,,,,
2021-07-10,Utah,418976,208234,210357,,,,
2021-07-10,Vermont,24457,12355,11995,,,,
2021-07-10,Virginia,682673,326595,350603,,,,
2021-07-10,Washington,455103,218449,223000,,,,
2021-07-10,West Virginia,164465,77610,85072,,,,
2021-07-10,Wisconsin,678604,328669,348469,,,,
2021-07-10,Wyoming,62966,25846,26781,,,,
2021-07-17,Alabama,559478,248352,302286,,,,
2021-07-17,Alaska,69453,36141,33280,,,,
2021-07-17,Arizona,907268,437018,466436,,,,
2021-07-17,Arkansas,362580,168962,190355,,,,
2021-07-17,California,3748365,1791718,1904169,,,,
2021-07-17,Colorado,565294,277051,281686,,,,
2021-07-17,Connecticut,350675,167833,181486,,,,
2021-07-17,Delaware,110339,51792,58430,,,,
2021-07-17,District of Columbia,49652,23560,25814,,,,
2021-07-17,Florida,2804249,0,0,,,,
2021-07-17,Georgia,910556,417148,484925,,,,
2021-07-17,Hawaii,37171,19578,17598,,,,
2021-07-17,Idaho,196856,93799,101704,,,,
2021-07-17,Illinois,1399946,659077,720691,,,,
2021-07-17,Indiana,760163,352716,402126,,,,
2021-07-17,Iowa,406319,190970,211286,,,,
2021-07-17,Kansas,323385,154707,167906,,,,
2021-07-17,Kentucky,469710,220341,244014,,,,
2021-07-17,Louisiana,495945,218216,277729,,,,
2021-07-17,Maine,69474,33714,35760,,,,
2021-07-17,Maryland,464031,221311,242720,,,,
2021-07-17,Massachussets,665801,0,0,,,,
2021-07-17,Michigan,897598,433542,459001,,,,
2021-07-17,Minnesota,607524,295343,309251,,,,
2021-07-17,Mississippi,326804,0,0,,,,
2021-07-17,Missouri,543694,248705,288848,,,,
2021-07-17,Montana,114663,55028,59612,,,,
2021-07-17,Nebraska,225600,#VALUE!,#VALUE!,,,,
2021-07-17,Nevada,343096,158789,170196,,,,
2021-07-17,New Hampshire,99907,48519,50280,,,,
2021-07-17,New Jersey,897926,434588,461227,,,,
2021-07-17,New Mexico,207189,97696,106426,,,,
2021-07-17,New York,2109494,1016776,1069513,,,,
2021-07-17,North Carolina,1022876,475687,540020,,,,
2021-07-17,North Dakota,111008,53597,57411,,,,
2021-07-17,Ohio,1117109,509885,589979,,,,
2021-07-17,Oklahoma,461893,218022,243863,,,,
2021-07-17,Oregon,211998,102408,107388,,,,
2021-07-17,Pennsylvania,1215767,571429,639824,,,,
2021-07-17,Puerto Rico,122988,57453,65535,,,,
2021-07-17,Rhode Island,152971,63202,70915,,,,
2021-07-17,South Carolina,601803,267802,316548,,,,
2021-07-17,South Dakota,124750,59899,64851,,,,
2021-07-17,Tennessee,874499,404958,463871,,,,
2021-07-17,Texas,2576284,1666856,881089,,,,
2021-07-17,US Virgin Islands,4119,1894,2086,,,,
2021-07-17,Utah,422619,210008,212230,,,,
2021-07-17,Vermont,24550,12409,12057,,,,
2021-07-17,Virginia,684499,327475,351597,,,,
2021-07-17,Washington,460067,220832,225433,,,,
2021-07-17,West Virginia,164933,77822,85320,,,,
2021-07-17,Wisconsin,679826,329231,349129,,,,
2021-07-17,Wyoming,63523,26058,27017,,,,
2021-07-24,Alabama,569131,252808,307388,,,,
2021-07-24,Alaska,70751,36791,33926,,,,
2021-07-24,Arizona,915660,441222,470725,,,,
2021-07-24,Arkansas,374328,174437,196148,,,,
2021-07-24,California,3786031,1809723,1923304,,,,
2021-07-24,Colorado,569289,279065,283677,,,,
2021-07-24,Connecticut,352037,168487,182207,,,,
2021-07-24,Delaware,110729,51968,58646,,,,
2021-07-24,District of Columbia,49973,23755,26003,,,,
2021-07-24,Florida,2804249,0,0,,,,
2021-07-24,Georgia,917915,420375,489074,,,,
2021-07-24,Hawaii,38062,20043,18019,,,,
2021-07-24,Idaho,198296,94465,102483,,,,
2021-07-24,Illinois,1407929,663218,725023,,,,
2021-07-24,Indiana,764448,354704,404393,,,,
2021-07-24,Iowa,407838,191684,212076,,,,
2021-07-24,Kansas,323385,154707,167906,,,,
2021-07-24,Kentucky,474444,222514,246474,,,,
2021-07-24,Louisiana,512843,225651,287192,,,,
2021-07-24,Maine,69904,33919,35985,,,,
2021-07-24,Maryland,465643,222086,243557,,,,
2021-07-24,Massachussets,668404,0,0,,,,
2021-07-24,Michigan,899921,434581,460266,,,,
2021-07-24,Minnesota,609387,299222,310212,,,,
2021-07-24,Mississippi,330180,0,0,,,,
2021-07-24,Missouri,555856,254295,295348,,,,
2021-07-24,Montana,115255,55028,59612,,,,
2021-07-24,Nebraska,226442,0,0,,,,
2021-07-24,Nevada,349043,161677,173326,,,,
2021-07-24,New Hampshire,100152,48635,50413,,,,
2021-07-24,New Jersey,901661,436283,461269,,,,
2021-07-24,New Mexico,208487,98349,107069,,,,
2021-07-24,New York,2118173,1020959,1073914,,,,
2021-07-24,North Carolina,1031929,478723,543511,,,,
2021-07-24,North Dakota,111215,53700,57515,,,,
2021-07-24,Ohio,1121609,515940,594453,,,,
2021-07-24,Oklahoma,466733,220274,246434,,,,
2021-07-24,Oregon,212609,103732,108877,,,,
2021-07-24,Pennsylvania,1218975,572877,641414,,,,
2021-07-24,Puerto Rico,122988,57453,65535,,,,
2021-07-24,Rhode Island,153447,63437,71121,,,,
2021-07-24,South Carolina,606833,270467,319075,,,,
2021-07-24,South Dakota,124948,59988,64960,,,,
2021-07-24,Tennessee,880789,407941,467162,,,,
2021-07-24,Texas,2601663,1683276,889769,,,,
2021-07-24,US Virgin Islands,4301,1985,2167,,,,
2021-07-24,Utah,426418,211871,214158,,,,
2021-07-24,Vermont,24676,12477,12116,,,,
2021-07-24,Virginia,688300,329262,353662,,,,
2021-07-24,Washington,466235,223793,228455,,,,
2021-07-24,West Virginia,165702,78182,85726,,,,
2021-07-24,Wisconsin,682077,330343,350290,,,,
2021-07-24,Wyoming,64251,26331,27282,,,,
2021-07-31,Alabama,585607,0,0,,,,
2021-07-31,Alaska,72285,37576,34672,,,,
2021-07-31,Arizona,927235,447027,476550,,,,
2021-07-31,Arkansas,386452,180087,202501,,,,
2021-07-31,California,3840364,1835694,1950905,,,,
2021-07-31,Colorado,575082,281905,286736,,,,
2021-07-31,Connecticut,354335,169590,183414,,,,
2021-07-31,Delaware,111407,52268,59021,,,,
2021-07-31,District of Columbia,50398,23900,26131,,,,
2021-07-31,Florida,2804249,0,0,,,,
2021-07-31,Georgia,932145,426832,496852,,,,
2021-07-31,Hawaii,39388,20705,18683,,,,
2021-07-31,Idaho,200484,95499,103640,,,,
2021-07-31,Illinois,1419611,669222,732048,,,,
2021-07-31,Indiana,771299,357883,408017,,,,
2021-07-31,Iowa,410166,192778,213286,,,,
2021-07-31,Kansas,332933,159194,172946,,,,
2021-07-31,Kentucky,482599,226387,250758,,,,
2021-07-31,Louisiana,541679,238339,303340,,,,
2021-07-31,Maine,70463,34206,36257,,,,
2021-07-31,Maryland,468548,223470,245078,,,,
2021-07-31,Massachussets,672488,0,0,,,,
2021-07-31,Michigan,903933,436362,462459,,,,
2021-07-31,Minnesota,612701,297809,311903,,,,
2021-07-31,Mississippi,343505,0,0,,,,
2021-07-31,Missouri,569796,260707,302857,,,,
2021-07-31,Montana,116366,55796,60539,,,,
2021-07-31,Nebraska,227848,0,0,,,,
2021-07-31,Nevada,356401,165232,177215,,,,
2021-07-31,New Hampshire,100657,48891,50662,,,,
2021-07-31,New Jersey,908132,439334,466691,,,,
2021-07-31,New Mexico,210416,99266,108079,,,,
2021-07-31,New York,2136143,1027485,1083025,,,,
2021-07-31,North Carolina,1048076,484217,549562,,,,
2021-07-31,North Dakota,111699,53942,57757,,,,
2021-07-31,Ohio,1130134,519862,598971,,,,
2021-07-31,Oklahoma,474845,224143,250658,,,,
2021-07-31,Oregon,219755,105971,111388,,,,
2021-07-31,Pennsylvania,1227519,576508,645725,,,,
2021-07-31,Puerto Rico,122988,57453,65535,,,,
2021-07-31,Rhode Island,154339,63752,71427,,,,
2021-07-31,South Carolina,617148,275296,324486,,,,
2021-07-31,South Dakota,125216,60117,65099,,,,
2021-07-31,Tennessee,893554,413795,473998,,,,
2021-07-31,Texas,2654872,1717702,907966,,,,
2021-07-31,US Virgin Islands,4629,2155,2324,,,,
2021-07-31,Utah,432467,214878,217184,,,,
2021-07-31,Vermont,25038,12649,12302,,,,
2021-07-31,Virginia,697939,333797,358779,,,,
2021-07-31,Washington,473076,228401,231050,,,,
2021-07-31,West Virginia,167681,79095,86762,,,,
2021-07-31,Wisconsin,687198,332867,352885,,,,
2021-07-31,Wyoming,65127,26607,27619,,,,
2021-08-08,Alabama,607209,0,0,,,,
2021-08-08,Alaska,74244,38556,35646,,,,
2021-08-08,Arizona,943415,454873,484814,,,,
2021-08-08,Arkansas,402908,187352,211124,,,,
2021-08-08,California,3926476,1876856,1994650,,,,
2021-08-08,Colorado,581692,285029,289915,,,,
2021-08-08,Connecticut,358076,171361,185378,,,,
2021-08-08,Delaware,112558,52765,59671,,,,
2021-08-08,District of Columbia,51103,24301,26623,,,,
2021-08-08,Florida,0,0,0,,,,
2021-08-08,Georgia,953870,436649,508464,,,,
2021-08-08,Hawaii,42123,22083,20040,,,,
2021-08-08,Idaho,204091,97252,105487,,,,
2021-08-08,Illinois,1436353,677637,741209,,,,
2021-08-08,Indiana,781326,362535,413321,,,,
2021-08-08,Iowa,413988,194574,215274,,,,
2021-08-08,Kansas,339527,162327,176372,,,,
2021-08-08,Kentucky,495132,232167,257419,,,,
2021-08-08,Louisiana,573903,252517,315647,,,,
2021-08-08,Maine,71306,34581,36725,,,,
2021-08-08,Maryland,473969,225974,247995,,,,
2021-08-08,Massachussets,678544,0,0,,,,
2021-08-08,Michigan,910500,439445,465872,,,,
2021-08-08,Minnesota,617788,300171,314581,,,,
2021-08-08,Mississippi,358149,0,0,,,,
2021-08-08,Missouri,586860,268722,311779,,,,
2021-08-08,Montana,117882,56510,61335,,,,
2021-08-08,Nebraska,229824,0,0,,,,
2021-08-08,Nevada,363574,168789,181011,,,,
2021-08-08,New Hampshire,101662,49354,51181,,,,
2021-08-08,New Jersey,916476,443280,471093,,,,
2021-08-08,New Mexico,213793,100922,109739,,,,
2021-08-08,New York,2159529,1038733,1094881,,,,
2021-08-08,North Carolina,1071137,493300,559755,,,,
2021-08-08,North Dakota,112336,54260,58076,,,,
2021-08-08,Ohio,1142330,525472,605435,,,,
2021-08-08,Oklahoma,486232,229479,256685,,,,
2021-08-08,Oregon,226899,109312,115002,,,,
2021-08-08,Pennsylvania,1233876,580168,649934,,,,
2021-08-08,Puerto Rico,129011,60294,68692,,,,
2021-08-08,Rhode Island,155825,63093,70759,,,,
2021-08-08,South Carolina,634310,283196,333600,,,,
2021-08-08,South Dakota,125592,60298,65294,,,,
2021-08-08,Tennessee,914110,423317,484935,,,,
2021-08-08,Texas,2728670,1765449,933205,,,,
2021-08-08,US Virgin Islands,4907,2267,2483,,,,
2021-08-08,Utah,438479,217746,220305,,,,
2021-08-08,Vermont,25320,12784,12448,,,,
2021-08-08,Virginia,704664,336955,362335,,,,
2021-08-08,Washington,488640,235964,238798,,,,
2021-08-08,West Virginia,169162,79781,87544,,,,
2021-08-08,Wisconsin,695245,336577,357201,,,,
2021-08-08,Wyoming,66453,27044,28117,,,,
2021-08-17,Alabama,641386,0,0,,,,
2021-08-17,Alaska,77343,40089,37202,,,,
2021-08-17,Arizona,967862,466618,497385,,,,
2021-08-17,Arkansas,420663,196029,220007,,,,
2021-08-17,California,4033659,1928089,2049099,,,,
2021-08-17,Colorado,592372,290085,295475,,,,
2021-08-17,Connecticut,363417,173889,188188,,,,
2021-08-17,Delaware,114770,53785,60859,,,,
2021-08-17,District of Columbia,52777,24653,27019,,,,
2021-08-17,Florida,0,0,0,,,,
2021-08-17,Georgia,996653,455992,531564,,,,
2021-08-17,Hawaii,51739,18063,16780,,,,
2021-08-17,Idaho,209411,99802,108237,,,,
2021-08-17,Illinois,1466813,692197,757333,,,,
2021-08-17,Indiana,806094,374028,426424,,,,
2021-08-17,Iowa,419238,197042,218004,,,,
2021-08-17,Kansas,350384,167365,182177,,,,
2021-08-17,Kentucky,518987,243301,269977,,,,
2021-08-17,Louisiana,628146,276384,345480,,,,
2021-08-17,Maine,72896,35314,37582,,,,
2021-08-17,Maryland,481569,229472,252097,,,,
2021-08-17,Massachussets,690268,0,0,,,,
2021-08-17,Michigan,922687,445102,472331,,,,
2021-08-17,Minnesota,629354,305591,320346,,,,
2021-08-17,Mississippi,392309,167784,214678,,,,
2021-08-17,Missouri,604336,276897,321024,,,,
2021-08-17,Montana,120946,57982,62894,,,,
2021-08-17,Nebraska,229824,0,0,,,,
2021-08-17,Nevada,374651,174515,187114,,,,
2021-08-17,New Hampshire,103733,50340,52248,,,,
2021-08-17,New Jersey,928851,449039,477733,,,,
2021-08-17,New Mexico,220340,104002,113150,,,,
2021-08-17,New York,2195903,1056229,1115519,,,,
2021-08-17,North Carolina,1125987,524265,594265,,,,
2021-08-17,North Dakota,113673,54907,58766,,,,
2021-08-17,Ohio,1164808,535812,617348,,,,
2021-08-17,Oklahoma,500311,236070,264151,,,,
2021-08-17,Oregon,245758,118062,124559,,,,
2021-08-17,Pennsylvania,1253992,588781,659901,,,,
2021-08-17,Puerto Rico,133621,62465,71143,,,,
2021-08-17,Rhode Island,158614,64784,72680,,,,
2021-08-17,South Carolina,669638,299603,351909,,,,
2021-08-17,South Dakota,127320,61112,66206,,,,
2021-08-17,Tennessee,954610,442091,506340,,,,
2021-08-17,Texas,2834082,1833651,969256,,,,
2021-08-17,US Virgin Islands,5295,2431,2706,,,,
2021-08-17,Utah,447771,222294,225028,,,,
2021-08-17,Vermont,26397,13312,12998,,,,
2021-08-17,Virginia,725971,346815,373688,,,,
2021-08-17,Washington,514884,248689,251881,,,,
2021-08-17,West Virginia,174818,82404,90429,,,,
2021-08-17,Wisconsin,709290,343174,364612,,,,
2021-08-17,Wyoming,69356,28025,29183,,,,
2021-08-21,Alabama,659750,0,0,,,,
2021-08-21,Alaska,83156,41128,38290,,,,
2021-08-21,Arizona,982775,473792,505108,,,,
2021-08-21,Arkansas,434027,202257,226996,,,,
2021-08-21,California,4098412,1959041,2081993,,,,
2021-08-21,Colorado,598940,293421,298871,,,,
2021-08-21,Connecticut,365856,174829,189256,,,,
2021-08-21,Delaware,116461,54528,61805,,,,
2021-08-21,District of Columbia,53342,25206,27771,,,,
2021-08-21,Florida,0,0,0,,,,
2021-08-21,Georgia,1019585,466455,543856,,,,
2021-08-21,Hawaii,50793,26575,24218,,,,
2021-08-21,Idaho,212939,101464,110102,,,,
2021-08-21,Illinois,1482369,699807,765423,,,,
2021-08-21,Indiana,817149,379157,432272,,,,
2021-08-21,Iowa,425363,199921,221189,,,,
2021-08-21,Kansas,356065,170098,185119,,,,
2021-08-21,Kentucky,534430,250594,277957,,,,
2021-08-21,Louisiana,649915,285963,357453,,,,
2021-08-21,Maine,73659,35653,38006,,,,
2021-08-21,Maryland,485978,231489,254489,,,,
2021-08-21,Massachussets,694552,0,0,,,,
2021-08-21,Michigan,929574,448221,476042,,,,
2021-08-21,Minnesota,633556,307589,322442,,,,
2021-08-21,Mississippi,406249,167784,214678,,,,
2021-08-21,Missouri,613486,281135,325896,,,,
2021-08-21,Montana,122318,58663,63585,,,,
2021-08-21,Nebraska,229824,0,0,,,,
2021-08-21,Nevada,378700,176289,188942,,,,
2021-08-21,New Hampshire,104571,50720,52697,,,,
2021-08-21,New Jersey,937187,452959,482128,,,,
2021-08-21,New Mexico,223796,105643,114926,,,,
2021-08-21,New York,2215600,1065704,1125525,,,,
2021-08-21,North Carolina,1144894,524265,594265,,,,
2021-08-21,North Dakota,114690,55462,59344,,,,
2021-08-21,Ohio,1178792,542244,624760,,,,
2021-08-21,Oklahoma,515801,243404,272369,,,,
2021-08-21,Oregon,252977,121511,128150,,,,
2021-08-21,Pennsylvania,1267709,594154,666055,,,,
2021-08-21,Puerto Rico,142359,66582,75777,,,,
2021-08-21,Rhode Island,159710,64162,71938,,,,
2021-08-21,South Carolina,681659,299603,351909,,,,
2021-08-21,South Dakota,128295,61566,66729,,,,
2021-08-21,Tennessee,977230,452686,518150,,,,
2021-08-21,Texas,2905584,1778217,1089594,,,,
2021-08-21,US Virgin Islands,5392,2549,2843,,,,
2021-08-21,Utah,451655,222294,225028,,,,
2021-08-21,Vermont,27050,13610,13349,,,,
2021-08-21,Virginia,734079,350641,377913,,,,
2021-08-21,Washington,528453,255243,258414,,,,
2021-08-21,West Virginia,177533,83673,91851,,,,
2021-08-21,Wisconsin,709290,343174,364612,,,,
2021-08-21,Wyoming,70671,28475,29691,,,,
2021-08-28,Alabama,688018,0,0,,,,
2021-08-28,Alaska,82880,42771,40038,,,,
2021-08-28,Arizona,1005764,484854,516980,,,,
2021-08-28,Arkansas,448596,208597,234616,,,,
2021-08-28,California,4186261,2001033,2126621,,,,
2021-08-28,Colorado,610127,298596,304392,,,,
2021-08-28,Connecticut,370708,177372,191997,,,,
2021-08-28,Delaware,118926,55655,63140,,,,
2021-08-28,District of Columbia,54556,25722,28459,,,,
2021-08-28,Florida,0,0,0,,,,
2021-08-28,Georgia,1065167,487572,568349,,,,
2021-08-28,Hawaii,55642,29096,26489,,,,
2021-08-28,Idaho,217887,103765,112743,,,,
2021-08-28,Illinois,1508005,712095,778522,,,,
2021-08-28,Indiana,843700,391477,446317,,,,
2021-08-28,Iowa,432982,203502,225151,,,,
2021-08-28,Kansas,365773,174766,190142,,,,
2021-08-28,Kentucky,562623,263701,292676,,,,
2021-08-28,Louisiana,679796,299110,373888,,,,
2021-08-28,Maine,75381,36473,38908,,,,
2021-08-28,Maryland,493915,235211,258704,,,,
2021-08-28,Massachussets,703961,0,0,,,,
2021-08-28,Michigan,941678,453847,482465,,,,
2021-08-28,Minnesota,644190,312640,327895,,,,
2021-08-28,Mississippi,427640,0,0,,,,
2021-08-28,Missouri,626104,286993,332654,,,,
2021-08-28,Montana,125616,60173,65335,,,,
2021-08-28,Nebraska,240028,0,0,,,,
2021-08-28,Nevada,386559,179922,192825,,,,
2021-08-28,New Hampshire,106525,51606,53728,,,,
2021-08-28,New Jersey,948858,458454,488331,,,,
2021-08-28,New Mexico,229509,108367,117866,,,,
2021-08-28,New York,2252752,1081321,1144398,,,,
2021-08-28,North Carolina,1189296,542889,614860,,,,
2021-08-28,North Dakota,116838,56564,60412,,,,
2021-08-28,Ohio,1211895,557472,642304,,,,
2021-08-28,Oklahoma,530594,250265,280225,,,,
2021-08-28,Oregon,132474,128754,135975,,,,
2021-08-28,Pennsylvania,1297119,609107,682705,,,,
2021-08-28,Puerto Rico,142359,66582,75777,,,,
2021-08-28,Rhode Island,161701,64162,71938,,,,
2021-08-28,South Carolina,714265,299603,351909,,,,
2021-08-28,South Dakota,131239,62944,68295,,,,
2021-08-28,Tennessee,1021578,473426,541330,,,,
2021-08-28,Texas,2991219,1830626,1121707,,,,
2021-08-28,US Virgin Islands,5760,2631,2965,,,,
2021-08-28,Utah,459875,222294,225028,,,,
2021-08-28,Vermont,28044,14077,13868,,,,
2021-08-28,Virginia,762948,364179,393063,,,,
2021-08-28,Washington,550988,266127,269984,,,,
2021-08-28,West Virginia,177533,88886,97661,,,,
2021-08-28,Wisconsin,727353,351788,373992,,,,
2021-08-28,Wyoming,73467,29459,30772,,,,
2021-09-04,Alabama,719280,0,0,,,,
2021-09-04,Alaska,86598,44574,41948,,,,
2021-09-04,Arizona,1027359,495470,527899,,,,
2021-09-04,Arkansas,462723,215629,242004,,,,
2021-09-04,California,4277304,2044551,2172870,,,,
2021-09-04,Colorado,622344,304575,310612,,,,
2021-09-04,Connecticut,375135,179533,194239,,,,
2021-09-04,Delaware,121744,56925,64673,,,,
2021-09-04,District of Columbia,55918,25386,29178,,,,
2021-09-04,Florida,0,0,0,,,,
2021-09-04,Georgia,1112841,509460,593695,,,,
2021-09-04,Hawaii,61786,32275,29449,,,,
2021-09-04,Idaho,225544,107303,116846,,,,
2021-09-04,Illinois,1538324,726289,793916,,,,
2021-09-04,Indiana,873480,405295,462071,,,,
2021-09-04,Iowa,441889,207688,229782,,,,
2021-09-04,Kansas,377123,180178,196073,,,,
2021-09-04,Kentucky,592489,277700,308094,,,,
2021-09-04,Louisiana,696900,306636,383295,,,,
2021-09-04,Maine,78069,37815,40255,,,,
2021-09-04,Maryland,502229,239142,263087,,,,
2021-09-04,Massachussets,714691,0,0,,,,
2021-09-04,Michigan,955640,460263,489925,,,,
2021-09-04,Minnesota,655418,317958,333677,,,,
2021-09-04,Mississippi,446863,0,0,,,,
2021-09-04,Missouri,638209,292653,339076,,,,
2021-09-04,Montana,129487,61999,67345,,,,
2021-09-04,Nebraska,245111,0,0,,,,
2021-09-04,Nevada,394595,183613,196650,,,,
2021-09-04,New Hampshire,108713,52629,54842,,,,
2021-09-04,New Jersey,960384,463219,493667,,,,
2021-09-04,New Mexico,235390,111061,120996,,,,
2021-09-04,New York,2281283,1095016,1158892,,,,
2021-09-04,North Carolina,1237393,564808,639175,,,,
2021-09-04,North Dakota,118931,57770,61613,,,,
2021-09-04,Ohio,1247637,573913,661248,,,,
2021-09-04,Oklahoma,550239,259523,290648,,,,
2021-09-04,Oregon,283873,136016,143760,,,,
2021-09-04,Pennsylvania,1311722,619606,694716,,,,
2021-09-04,Puerto Rico,142359,66582,75777,,,,
2021-09-04,Rhode Island,163742,66954,75267,,,,
2021-09-04,South Carolina,752378,337671,395050,,,,
2021-09-04,South Dakota,133855,64169,69686,,,,
2021-09-04,Tennessee,1071125,496434,567133,,,,
2021-09-04,Texas,3098118,1896048,1161794,,,,
2021-09-04,US Virgin Islands,5961,2709,3084,,,,
2021-09-04,Utah,469429,222294,225028,,,,
2021-09-04,Vermont,28994,14540,14351,,,,
2021-09-04,Virginia,786910,375368,405691,,,,
2021-09-04,Washington,575490,277847,281587,,,,
2021-09-04,West Virginia,197984,93175,102606,,,,
2021-09-04,Wisconsin,667445,358447,381167,,,,
2021-09-04,Wyoming,77206,30773,32182,,,,
2021-09-12,Alabama,745812,0,0,,,,
2021-09-12,Alaska,90946,46646,44222,,,,
2021-09-12,Arizona,1045835,504410,537395,,,,
2021-09-12,Arkansas,473885,220830,247842,,,,
2021-09-12,California,4345068,2076943,2207295,,,,
2021-09-12,Colorado,634888,310460,316746,,,,
2021-09-12,Connecticut,378933,181336,196160,,,,
2021-09-12,Delaware,124575,58148,66277,,,,
2021-09-12,District of Columbia,56966,26817,29680,,,,
2021-09-12,Florida,0,0,0,,,,
2021-09-12,Georgia,1151432,527295,614573,,,,
2021-09-12,Hawaii,66878,34833,31981,,,,
2021-09-12,Idaho,233577,111075,121092,,,,
2021-09-12,Illinois,1564386,738417,807404,,,,
2021-09-12,Indiana,899844,417528,476017,,,,
2021-09-12,Iowa,450915,211930,234476,,,,
2021-09-12,Kansas,387152,184935,201324,,,,
2021-09-12,Kentucky,620356,290575,322771,,,,
2021-09-12,Louisiana,712574,313533,391916,,,,
2021-09-12,Maine,80510,38991,41519,,,,
2021-09-12,Maryland,509393,242532,266861,,,,
2021-09-12,Massachussets,725359,0,0,,,,
2021-09-12,Michigan,970412,467114,497785,,,,
2021-09-12,Minnesota,666496,323225,339342,,,,
2021-09-12,Mississippi,460312,0,0,,,,
2021-09-12,Missouri,650898,298649,345780,,,,
2021-09-12,Montana,133715,63980,69554,,,,
2021-09-12,Nebraska,250264,0,0,,,,
2021-09-12,Nevada,401901,187028,200205,,,,
2021-09-12,New Hampshire,111111,53765,56046,,,,
2021-09-12,New Jersey,972729,469777,500890,,,,
2021-09-12,New Mexico,239886,113197,123383,,,,
2021-09-12,New York,2319379,1113302,1178245,,,,
2021-09-12,North Carolina,1279500,588736,665163,,,,
2021-09-12,North Dakota,122559,59283,63275,,,,
2021-09-12,Ohio,1298625,597368,688271,,,,
2021-09-12,Oklahoma,568874,268215,300504,,,,
2021-09-12,Oregon,296825,142095,150278,,,,
2021-09-12,Pennsylvania,1338313,632660,709477,,,,
2021-09-12,Puerto Rico,175173,66582,75777,,,,
2021-09-12,Rhode Island,154286,67870,76337,,,,
2021-09-12,South Carolina,784052,352037,411634,,,,
2021-09-12,South Dakota,133855,64169,69686,,,,
2021-09-12,Tennessee,1124713,521440,595104,,,,
2021-09-12,Texas,3189853,1952190,1196195,,,,
2021-09-12,US Virgin Islands,6182,2791,3218,,,,
2021-09-12,Utah,479979,237806,241648,,,,
2021-09-12,Vermont,30114,15097,14912,,,,
2021-09-12,Virginia,801827,382446,413458,,,,
2021-09-12,Washington,597732,288705,292889,,,,
2021-09-12,West Virginia,210289,98876,109103,,,,
2021-09-12,Wisconsin,678202,349032,348000,,,,
2021-09-12,Wyoming,80643,31866,33368,,,,
2021-09-18,Alabama,768301,0,0,,,,
2021-09-18,Alaska,96002,49076,46806,,,,
2021-09-18,Arizona,1064346,513233,547017,,,,
2021-09-18,Arkansas,484317,225692,253298,,,,
2021-09-18,California,4406854,2106476,2238682,,,,
2021-09-18,Colorado,648642,317056,323867,,,,
2021-09-18,Connecticut,384342,183942,198929,,,,
2021-09-18,Delaware,127803,59576,68064,,,,
2021-09-18,District of Columbia,58851,27740,30691,,,,
2021-09-18,Florida,0,0,0,,,,
2021-09-18,Georgia,1181648,541333,630654,,,,
2021-09-18,Hawaii,70936,36938,33925,,,,
2021-09-18,Idaho,242021,115049,125545,,,,
2021-09-18,Illinois,1590342,750329,820918,,,,
2021-09-18,Indiana,926604,429944,491100,,,,
2021-09-18,Iowa,463376,217787,240956,,,,
2021-09-18,Kansas,396907,189622,206378,,,,
2021-09-18,Kentucky,649691,304185,338099,,,,
2021-09-18,Louisiana,725637,326537,399100,,,,
2021-09-18,Maine,83909,40608,43301,,,,
2021-09-18,Maryland,518061,246653,271408,,,,
2021-09-18,Massachussets,738303,0,0,,,,
2021-09-18,Michigan,988725,475556,507569,,,,
2021-09-18,Minnesota,681613,330253,347263,,,,
2021-09-18,Mississippi,473413,0,0,,,,
2021-09-18,Missouri,661110,303449,351175,,,,
2021-09-18,Montana,139712,66746,72634,,,,
