Date,Sex,Age Group,Total Deaths,COVID-19 Deaths
2021-07-03,Male,All Ages,"30,680",832
2021-07-03,Male,<1 Years,225,1
2021-07-03,Male,1-4 Years,37,0
2021-07-03,Male,5-14 Years,68,1
2021-07-03,Male,15-24 Years,563,3
2021-07-03,Male,25-34 Years,"1,120",19
2021-07-03,Male,35-44 Years,"1,440",48
2021-07-03,Male,45-54 Years,"2,266",86
2021-07-03,Male,55-64 Years,"4,988",173
2021-07-03,Male,65-74 Years,"7,037",224
2021-07-03,Male,75-84 Years,"6,934",168
2021-07-03,Male,85+ Years,"6,002",109
2021-07-03,Female,All Ages,"26,844",716
2021-07-03,Female,<1 Years,169,0
2021-07-03,Female,1-4 Years,32,1
2021-07-03,Female,5-14 Years,48,1
2021-07-03,Female,15-24 Years,210,2
2021-07-03,Female,25-34 Years,446,12
2021-07-03,Female,35-44 Years,717,31
2021-07-03,Female,45-54 Years,"1,313",75
2021-07-03,Female,55-64 Years,"2,984",147
2021-07-03,Female,65-74 Years,"4,889",132
2021-07-03,Female,75-84 Years,"6,544",147
2021-07-03,Female,85+ Years,"9,492",168
2021-07-10,All Sex,All Ages,"57,213","1,650"
2021-07-10,All Sex,<1 Years,365,1
2021-07-10,All Sex,1-4 Years,89,0
2021-07-10,All Sex,5-14 Years,120,0
2021-07-10,All Sex,15-24 Years,765,11
2021-07-10,All Sex,25-34 Years,"1,545",28
2021-07-10,All Sex,35-44 Years,"2,209",77
2021-07-10,All Sex,45-54 Years,"3,590",191
2021-07-10,All Sex,55-64 Years,"7,925",297
2021-07-10,All Sex,65-74 Years,"11,723",381
2021-07-10,All Sex,75-84 Years,"13,438",379
2021-07-10,All Sex,85+ Years,"15,444",285
2021-07-10,Male,All Ages,"30,276",881
2021-07-10,Male,<1 Years,195,1
2021-07-10,Male,1-4 Years,53,0
2021-07-10,Male,5-14 Years,73,0
2021-07-10,Male,15-24 Years,550,6
2021-07-10,Male,25-34 Years,"1,079",22
2021-07-10,Male,35-44 Years,"1,462",44
2021-07-10,Male,45-54 Years,"2,255",110
2021-07-10,Male,55-64 Years,"4,786",176
2021-07-10,Male,65-74 Years,"6,805",207
2021-07-10,Male,75-84 Years,"6,995",193
2021-07-10,Male,85+ Years,"6,023",122
2021-07-10,Female,All Ages,"26,937",769
2021-07-10,Female,<1 Years,170,0
2021-07-10,Female,1-4 Years,36,0
2021-07-10,Female,5-14 Years,47,0
2021-07-10,Female,15-24 Years,215,5
2021-07-10,Female,25-34 Years,466,6
2021-07-10,Female,35-44 Years,747,33
2021-07-10,Female,45-54 Years,"1,335",81
2021-07-10,Female,55-64 Years,"3,139",121
2021-07-10,Female,65-74 Years,"4,918",174
2021-07-10,Female,75-84 Years,"6,443",186
2021-07-10,Female,85+ Years,"9,421",163
2021-07-17,All Sex,All Ages,"57,210","1,995"
2021-07-17,All Sex,<1 Years,352,0
2021-07-17,All Sex,1-4 Years,75,0
2021-07-17,All Sex,5-14 Years,127,3
2021-07-17,All Sex,15-24 Years,744,10
2021-07-17,All Sex,25-34 Years,"1,552",37
2021-07-17,All Sex,35-44 Years,"2,192",111
2021-07-17,All Sex,45-54 Years,"3,559",218
2021-07-17,All Sex,55-64 Years,"7,825",416
2021-07-17,All Sex,65-74 Years,"11,897",457
2021-07-17,All Sex,75-84 Years,"13,441",431
2021-07-17,All Sex,85+ Years,"15,446",312
2021-07-17,Male,All Ages,"29,907","1,097"
2021-07-17,Male,<1 Years,195,0
2021-07-17,Male,1-4 Years,42,0
2021-07-17,Male,5-14 Years,82,2
2021-07-17,Male,15-24 Years,557,5
2021-07-17,Male,25-34 Years,"1,129",21
2021-07-17,Male,35-44 Years,"1,419",60
2021-07-17,Male,45-54 Years,"2,268",138
2021-07-17,Male,55-64 Years,"4,729",240
2021-07-17,Male,65-74 Years,"6,722",273
2021-07-17,Male,75-84 Years,"6,752",209
2021-07-17,Male,85+ Years,"6,012",149
2021-07-17,Female,All Ages,"27,303",898
2021-07-17,Female,<1 Years,157,0
2021-07-17,Female,1-4 Years,33,0
2021-07-17,Female,5-14 Years,45,1
2021-07-17,Female,15-24 Years,187,5
2021-07-17,Female,25-34 Years,423,16
2021-07-17,Female,35-44 Years,773,51
2021-07-17,Female,45-54 Years,"1,291",80
2021-07-17,Female,55-64 Years,"3,096",176
2021-07-17,Female,65-74 Years,"5,175",184
2021-07-17,Female,75-84 Years,"6,689",222
2021-07-17,Female,85+ Years,"9,434",163
2021-07-24,All Sex,All Ages,"58,433","2,770"
2021-07-24,All Sex,<1 Years,397,1
2021-07-24,All Sex,1-4 Years,82,1
2021-07-24,All Sex,5-14 Years,122,2
2021-07-24,All Sex,15-24 Years,765,27
2021-07-24,All Sex,25-34 Years,"1,528",67
2021-07-24,All Sex,35-44 Years,"2,304",180
2021-07-24,All Sex,45-54 Years,"3,623",304
2021-07-24,All Sex,55-64 Years,"7,880",519
2021-07-24,All Sex,65-74 Years,"12,081",620
2021-07-24,All Sex,75-84 Years,"13,803",575
2021-07-24,All Sex,85+ Years,"15,848",474
2021-07-24,Male,All Ages,"30,966","1,569"
2021-07-24,Male,<1 Years,224,0
2021-07-24,Male,1-4 Years,42,0
2021-07-24,Male,5-14 Years,68,1
2021-07-24,Male,15-24 Years,578,16
2021-07-24,Male,25-34 Years,"1,069",42
2021-07-24,Male,35-44 Years,"1,545",114
2021-07-24,Male,45-54 Years,"2,352",200
2021-07-24,Male,55-64 Years,"4,826",298
2021-07-24,Male,65-74 Years,"6,883",342
2021-07-24,Male,75-84 Years,"7,138",338
2021-07-24,Male,85+ Years,"6,241",218
2021-07-24,Female,All Ages,"27,467","1,201"
2021-07-24,Female,<1 Years,173,1
2021-07-24,Female,1-4 Years,40,1
2021-07-24,Female,5-14 Years,54,1
2021-07-24,Female,15-24 Years,187,11
2021-07-24,Female,25-34 Years,459,25
2021-07-24,Female,35-44 Years,759,66
2021-07-24,Female,45-54 Years,"1,271",104
2021-07-24,Female,55-64 Years,"3,054",221
2021-07-24,Female,65-74 Years,"5,198",278
2021-07-24,Female,75-84 Years,"6,665",237
2021-07-24,Female,85+ Years,"9,607",256
2021-07-31,All Sex,All Ages,"60,313","4,126"
2021-07-31,All Sex,<1 Years,401,2
2021-07-31,All Sex,1-4 Years,80,0
2021-07-31,All Sex,5-14 Years,125,3
2021-07-31,All Sex,15-24 Years,749,35
2021-07-31,All Sex,25-34 Years,"1,672",110
2021-07-31,All Sex,35-44 Years,"2,398",239
2021-07-31,All Sex,45-54 Years,"3,924",493
2021-07-31,All Sex,55-64 Years,"8,345",825
2021-07-31,All Sex,65-74 Years,"12,318",937
2021-07-31,All Sex,75-84 Years,"14,235",836
2021-07-31,All Sex,85+ Years,"16,066",646
2021-07-31,Male,All Ages,"32,028","2,373"
2021-07-31,Male,<1 Years,224,0
2021-07-31,Male,1-4 Years,45,0
2021-07-31,Male,5-14 Years,71,2
2021-07-31,Male,15-24 Years,535,20
2021-07-31,Male,25-34 Years,"1,192",71
2021-07-31,Male,35-44 Years,"1,617",163
2021-07-31,Male,45-54 Years,"2,502",301
2021-07-31,Male,55-64 Years,"5,144",503
2021-07-31,Male,65-74 Years,"7,095",534
2021-07-31,Male,75-84 Years,"7,333",478
2021-07-31,Male,85+ Years,"6,270",301
2021-07-31,Female,All Ages,"28,285","1,753"
2021-07-31,Female,<1 Years,177,2
2021-07-31,Female,1-4 Years,35,0
2021-07-31,Female,5-14 Years,54,1
2021-07-31,Female,15-24 Years,214,15
2021-07-31,Female,25-34 Years,480,39
2021-07-31,Female,35-44 Years,781,76
2021-07-31,Female,45-54 Years,"1,422",192
2021-07-31,Female,55-64 Years,"3,201",322
2021-07-31,Female,65-74 Years,"5,223",403
2021-07-31,Female,75-84 Years,"6,902",358
2021-07-31,Female,85+ Years,"9,796",345
2021-08-07,All Sex,All Ages,"63,795","6,500"
2021-08-07,All Sex,<1 Years,361,2
2021-08-07,All Sex,1-4 Years,83,2
2021-08-07,All Sex,5-14 Years,131,7
2021-08-07,All Sex,15-24 Years,744,36
2021-08-07,All Sex,25-34 Years,"1,792",180
2021-08-07,All Sex,35-44 Years,"2,629",440
2021-08-07,All Sex,45-54 Years,"4,278",812
2021-08-07,All Sex,55-64 Years,"9,034","1,237"
2021-08-07,All Sex,65-74 Years,"13,060","1,455"
2021-08-07,All Sex,75-84 Years,"14,822","1,328"
2021-08-07,All Sex,85+ Years,"16,861","1,001"
2021-08-07,Male,All Ages,"34,145","3,721"
2021-08-07,Male,<1 Years,209,1
2021-08-07,Male,1-4 Years,45,1
2021-08-07,Male,5-14 Years,69,5
2021-08-07,Male,15-24 Years,573,25
2021-08-07,Male,25-34 Years,"1,291",116
2021-08-07,Male,35-44 Years,"1,678",265
2021-08-07,Male,45-54 Years,"2,688",518
2021-08-07,Male,55-64 Years,"5,554",759
2021-08-07,Male,65-74 Years,"7,548",861
2021-08-07,Male,75-84 Years,"7,727",711
2021-08-07,Male,85+ Years,"6,763",459
2021-08-07,Female,All Ages,"29,650","2,779"
2021-08-07,Female,<1 Years,152,1
2021-08-07,Female,1-4 Years,38,1
2021-08-07,Female,5-14 Years,62,2
2021-08-07,Female,15-24 Years,171,11
2021-08-07,Female,25-34 Years,501,64
2021-08-07,Female,35-44 Years,951,175
2021-08-07,Female,45-54 Years,"1,590",294
2021-08-07,Female,55-64 Years,"3,480",478
2021-08-07,Female,65-74 Years,"5,512",594
2021-08-07,Female,75-84 Years,"7,095",617
2021-08-07,Female,85+ Years,"10,098",542
2021-08-14,All Sex,All Ages,"67,043","9,424"
2021-08-14,All Sex,<1 Years,389,6
2021-08-14,All Sex,1-4 Years,72,1
2021-08-14,All Sex,5-14 Years,121,7
2021-08-14,All Sex,15-24 Years,748,75
2021-08-14,All Sex,25-34 Years,"1,810",270
2021-08-14,All Sex,35-44 Years,"2,820",597
2021-08-14,All Sex,45-54 Years,"4,594","1,164"
2021-08-14,All Sex,55-64 Years,"9,621","1,815"
2021-08-14,All Sex,65-74 Years,"14,189","2,190"
2021-08-14,All Sex,75-84 Years,"15,511","1,867"
2021-08-14,All Sex,85+ Years,"17,168","1,432"
2021-08-14,Male,All Ages,"35,778","5,270"
2021-08-14,Male,<1 Years,211,2
2021-08-14,Male,1-4 Years,38,0
2021-08-14,Male,5-14 Years,72,4
2021-08-14,Male,15-24 Years,536,37
2021-08-14,Male,25-34 Years,"1,264",165
2021-08-14,Male,35-44 Years,"1,830",353
2021-08-14,Male,45-54 Years,"2,912",737
2021-08-14,Male,55-64 Years,"5,858","1,040"
2021-08-14,Male,65-74 Years,"8,105","1,240"
2021-08-14,Male,75-84 Years,"8,100","1,001"
2021-08-14,Male,85+ Years,"6,852",691
2021-08-14,Female,All Ages,"31,265","4,154"
2021-08-14,Female,<1 Years,178,4
2021-08-14,Female,1-4 Years,34,1
2021-08-14,Female,5-14 Years,49,3
2021-08-14,Female,15-24 Years,212,38
2021-08-14,Female,25-34 Years,546,105
2021-08-14,Female,35-44 Years,990,244
2021-08-14,Female,45-54 Years,"1,682",427
2021-08-14,Female,55-64 Years,"3,763",775
2021-08-14,Female,65-74 Years,"6,084",950
2021-08-14,Female,75-84 Years,"7,411",866
2021-08-14,Female,85+ Years,"10,316",741
2021-08-21,All Sex,All Ages,"69,955","12,205"
2021-08-21,All Sex,<1 Years,439,7
2021-08-21,All Sex,1-4 Years,68,1
2021-08-21,All Sex,5-14 Years,108,8
2021-08-21,All Sex,15-24 Years,777,66
2021-08-21,All Sex,25-34 Years,"1,899",348
2021-08-21,All Sex,35-44 Years,"2,848",740
2021-08-21,All Sex,45-54 Years,"4,975","1,521"
2021-08-21,All Sex,55-64 Years,"10,179","2,453"
2021-08-21,All Sex,65-74 Years,"14,700","2,804"
2021-08-21,All Sex,75-84 Years,"16,123","2,461"
2021-08-21,All Sex,85+ Years,"17,839","1,796"
2021-08-21,Male,All Ages,"37,536","6,932"
2021-08-21,Male,<1 Years,240,3
2021-08-21,Male,1-4 Years,39,0
2021-08-21,Male,5-14 Years,57,3
2021-08-21,Male,15-24 Years,554,39
2021-08-21,Male,25-34 Years,"1,316",203
2021-08-21,Male,35-44 Years,"1,845",455
2021-08-21,Male,45-54 Years,"3,101",936
2021-08-21,Male,55-64 Years,"6,196","1,488"
2021-08-21,Male,65-74 Years,"8,458","1,585"
2021-08-21,Male,75-84 Years,"8,498","1,361"
2021-08-21,Male,85+ Years,"7,232",859
2021-08-21,Female,All Ages,"32,419","5,273"
2021-08-21,Female,<1 Years,199,4
2021-08-21,Female,1-4 Years,29,1
2021-08-21,Female,5-14 Years,51,5
2021-08-21,Female,15-24 Years,223,27
2021-08-21,Female,25-34 Years,583,145
2021-08-21,Female,35-44 Years,"1,003",285
2021-08-21,Female,45-54 Years,"1,874",585
2021-08-21,Female,55-64 Years,"3,983",965
2021-08-21,Female,65-74 Years,"6,242","1,219"
2021-08-21,Female,75-84 Years,"7,625","1,100"
2021-08-21,Female,85+ Years,"10,607",937
2021-08-28,All Sex,All Ages,"72,182","14,207"
2021-08-28,All Sex,<1 Years,368,6
2021-08-28,All Sex,1-4 Years,86,3
2021-08-28,All Sex,5-14 Years,132,5
2021-08-28,All Sex,15-24 Years,808,74
2021-08-28,All Sex,25-34 Years,"1,865",350
2021-08-28,All Sex,35-44 Years,"3,046",875
2021-08-28,All Sex,45-54 Years,"5,257","1,763"
2021-08-28,All Sex,55-64 Years,"10,705","2,900"
2021-08-28,All Sex,65-74 Years,"15,299","3,368"
2021-08-28,All Sex,75-84 Years,"16,611","2,893"
2021-08-28,All Sex,85+ Years,"18,005","1,970"
2021-08-28,Male,All Ages,"38,773","8,070"
2021-08-28,Male,<1 Years,204,2
2021-08-28,Male,1-4 Years,49,1
2021-08-28,Male,5-14 Years,75,2
2021-08-28,Male,15-24 Years,578,41
2021-08-28,Male,25-34 Years,"1,328",216
2021-08-28,Male,35-44 Years,"1,962",532
2021-08-28,Male,45-54 Years,"3,332","1,147"
2021-08-28,Male,55-64 Years,"6,497","1,723"
2021-08-28,Male,65-74 Years,"8,730","1,871"
2021-08-28,Male,75-84 Years,"8,746","1,609"
2021-08-28,Male,85+ Years,"7,272",926
2021-08-28,Female,All Ages,"33,409","6,137"
2021-08-28,Female,<1 Years,164,4
2021-08-28,Female,1-4 Years,37,2
2021-08-28,Female,5-14 Years,57,3
2021-08-28,Female,15-24 Years,230,33
2021-08-28,Female,25-34 Years,537,134
2021-08-28,Female,35-44 Years,"1,084",343
2021-08-28,Female,45-54 Years,"1,925",616
2021-08-28,Female,55-64 Years,"4,208","1,177"
2021-08-28,Female,65-74 Years,"6,569","1,497"
2021-08-28,Female,75-84 Years,"7,865","1,284"
2021-08-28,Female,85+ Years,"10,733","1,044"
2021-09-04,All Sex,All Ages,"73,519","15,536"
2021-09-04,All Sex,<1 Years,382,6
2021-09-04,All Sex,1-4 Years,75,4
2021-09-04,All Sex,5-14 Years,98,5
2021-09-04,All Sex,15-24 Years,771,83
2021-09-04,All Sex,25-34 Years,"1,865",393
2021-09-04,All Sex,35-44 Years,"3,207",969
2021-09-04,All Sex,45-54 Years,"5,432","2,000"
2021-09-04,All Sex,55-64 Years,"11,076","3,187"
2021-09-04,All Sex,65-74 Years,"15,499","3,678"
2021-09-04,All Sex,75-84 Years,"16,928","3,097"
2021-09-04,All Sex,85+ Years,"18,186","2,114"
2021-09-04,Male,All Ages,"39,216","8,752"
2021-09-04,Male,<1 Years,183,2
2021-09-04,Male,1-4 Years,44,0
2021-09-04,Male,5-14 Years,60,3
2021-09-04,Male,15-24 Years,569,55
2021-09-04,Male,25-34 Years,"1,251",221
2021-09-04,Male,35-44 Years,"2,083",596
2021-09-04,Male,45-54 Years,"3,424","1,264"
2021-09-04,Male,55-64 Years,"6,682","1,865"
2021-09-04,Male,65-74 Years,"8,984","2,087"
2021-09-04,Male,75-84 Years,"8,757","1,698"
2021-09-04,Male,85+ Years,"7,179",961
2021-09-04,Female,All Ages,"34,303","6,784"
2021-09-04,Female,<1 Years,199,4
2021-09-04,Female,1-4 Years,31,4
2021-09-04,Female,5-14 Years,38,2
2021-09-04,Female,15-24 Years,202,28
2021-09-04,Female,25-34 Years,614,172
2021-09-04,Female,35-44 Years,"1,124",373
2021-09-04,Female,45-54 Years,"2,008",736
2021-09-04,Female,55-64 Years,"4,394","1,322"
2021-09-04,Female,65-74 Years,"6,515","1,591"
2021-09-04,Female,75-84 Years,"8,171","1,399"
2021-09-04,Female,85+ Years,"11,007","1,153"
2021-09-11,All Sex,All Ages,"73,737","15,447"
2021-09-11,All Sex,<1 Years,388,7
2021-09-11,All Sex,1-4 Years,104,6
2021-09-11,All Sex,5-14 Years,113,7
2021-09-11,All Sex,15-24 Years,851,92
2021-09-11,All Sex,25-34 Years,"1,885",353
2021-09-11,All Sex,35-44 Years,"3,166",940
2021-09-11,All Sex,45-54 Years,"5,423","1,886"
2021-09-11,All Sex,55-64 Years,"11,202","3,247"
2021-09-11,All Sex,65-74 Years,"15,733","3,747"
2021-09-11,All Sex,75-84 Years,"16,681","3,009"
2021-09-11,All Sex,85+ Years,"18,191","2,153"
2021-09-11,Male,All Ages,"39,541","8,723"
2021-09-11,Male,<1 Years,210,5
2021-09-11,Male,1-4 Years,63,3
2021-09-11,Male,5-14 Years,73,6
2021-09-11,Male,15-24 Years,624,53
2021-09-11,Male,25-34 Years,"1,320",210
2021-09-11,Male,35-44 Years,"2,017",597
2021-09-11,Male,45-54 Years,"3,437","1,170"
2021-09-11,Male,55-64 Years,"6,794","1,947"
2021-09-11,Male,65-74 Years,"9,103","2,097"
2021-09-11,Male,75-84 Years,"8,686","1,635"
2021-09-11,Male,85+ Years,"7,214","1,000"
2021-09-11,Female,All Ages,"34,196","6,724"
2021-09-11,Female,<1 Years,178,2
2021-09-11,Female,1-4 Years,41,3
2021-09-11,Female,5-14 Years,40,1
2021-09-11,Female,15-24 Years,227,39
2021-09-11,Female,25-34 Years,565,143
2021-09-11,Female,35-44 Years,"1,149",343
2021-09-11,Female,45-54 Years,"1,986",716
2021-09-11,Female,55-64 Years,"4,408","1,300"
2021-09-11,Female,65-74 Years,"6,630","1,650"
2021-09-11,Female,75-84 Years,"7,995","1,374"
2021-09-11,Female,85+ Years,"10,977","1,153"
2021-09-18,All Sex,All Ages,"73,312","15,243"
2021-09-18,All Sex,<1 Years,408,12
2021-09-18,All Sex,1-4 Years,78,4
2021-09-18,All Sex,5-14 Years,119,7
2021-09-18,All Sex,15-24 Years,769,84
2021-09-18,All Sex,25-34 Years,"1,907",353
2021-09-18,All Sex,35-44 Years,"3,001",871
2021-09-18,All Sex,45-54 Years,"5,247","1,855"
2021-09-18,All Sex,55-64 Years,"10,976","3,201"
2021-09-18,All Sex,65-74 Years,"15,617","3,711"
2021-09-18,All Sex,75-84 Years,"16,868","3,024"
2021-09-18,All Sex,85+ Years,"18,322","2,121"
2021-09-18,Male,All Ages,"39,076","8,643"
2021-09-18,Male,<1 Years,210,8
2021-09-18,Male,1-4 Years,42,3
2021-09-18,Male,5-14 Years,69,4
2021-09-18,Male,15-24 Years,541,47
2021-09-18,Male,25-34 Years,"1,304",197
2021-09-18,Male,35-44 Years,"1,943",519
2021-09-18,Male,45-54 Years,"3,248","1,176"
2021-09-18,Male,55-64 Years,"6,644","1,892"
2021-09-18,Male,65-74 Years,"8,911","2,097"
2021-09-18,Male,75-84 Years,"8,811","1,683"
2021-09-18,Male,85+ Years,"7,353","1,017"
2021-09-18,Female,All Ages,"34,236","6,600"
2021-09-18,Female,<1 Years,198,4
2021-09-18,Female,1-4 Years,36,1
2021-09-18,Female,5-14 Years,50,3
2021-09-18,Female,15-24 Years,228,37
2021-09-18,Female,25-34 Years,603,156
2021-09-18,Female,35-44 Years,"1,058",352
2021-09-18,Female,45-54 Years,"1,999",679
2021-09-18,Female,55-64 Years,"4,332","1,309"
2021-09-18,Female,65-74 Years,"6,706","1,614"
2021-09-18,Female,75-84 Years,"8,057","1,341"
2021-09-18,Female,85+ Years,"10,969","1,104"
2021-09-25,All Sex,All Ages,"72,182","14,375"
2021-09-25,All Sex,<1 Years,402,8
2021-09-25,All Sex,1-4 Years,71,1
2021-09-25,All Sex,5-14 Years,128,11
2021-09-25,All Sex,15-24 Years,826,89
2021-09-25,All Sex,25-34 Years,"1,914",350
2021-09-25,All Sex,35-44 Years,"3,068",930
2021-09-25,All Sex,45-54 Years,"5,162","1,731"
2021-09-25,All Sex,55-64 Years,"10,587","3,002"
2021-09-25,All Sex,65-74 Years,"15,329","3,455"
2021-09-25,All Sex,75-84 Years,"16,739","2,805"
2021-09-25,All Sex,85+ Years,"17,956","1,993"
2021-09-25,Male,All Ages,"38,458","8,071"
2021-09-25,Male,<1 Years,217,5
2021-09-25,Male,1-4 Years,43,1
2021-09-25,Male,5-14 Years,86,6
2021-09-25,Male,15-24 Years,583,51
2021-09-25,Male,25-34 Years,"1,317",209
2021-09-25,Male,35-44 Years,"1,960",556
2021-09-25,Male,45-54 Years,"3,266","1,107"
2021-09-25,Male,55-64 Years,"6,390","1,756"
2021-09-25,Male,65-74 Years,"8,668","1,921"
2021-09-25,Male,75-84 Years,"8,700","1,523"
2021-09-25,Male,85+ Years,"7,228",936
2021-09-25,Female,All Ages,"33,724","6,304"
2021-09-25,Female,<1 Years,185,3
2021-09-25,Female,1-4 Years,28,0
2021-09-25,Female,5-14 Years,42,5
2021-09-25,Female,15-24 Years,243,38
2021-09-25,Female,25-34 Years,597,141
2021-09-25,Female,35-44 Years,"1,108",374
2021-09-25,Female,45-54 Years,"1,896",624
2021-09-25,Female,55-64 Years,"4,197","1,246"
2021-09-25,Female,65-74 Years,"6,661","1,534"
2021-09-25,Female,75-84 Years,"8,039","1,282"
2021-09-25,Female,85+ Years,"10,728","1,057"
2021-10-02,All Sex,All Ages,"71,346","12,856"
2021-10-02,All Sex,<1 Years,423,10
2021-10-02,All Sex,1-4 Years,72,1
2021-10-02,All Sex,5-14 Years,108,8
2021-10-02,All Sex,15-24 Years,769,58
2021-10-02,All Sex,25-34 Years,"1,757",272
2021-10-02,All Sex,35-44 Years,"2,880",760
2021-10-02,All Sex,45-54 Years,"5,048","1,515"
2021-10-02,All Sex,55-64 Years,"10,465","2,687"
2021-10-02,All Sex,65-74 Years,"15,199","3,146"
2021-10-02,All Sex,75-84 Years,"16,388","2,533"
2021-10-02,All Sex,85+ Years,"18,237","1,866"
2021-10-02,Male,All Ages,"37,953","7,206"
2021-10-02,Male,<1 Years,227,4
2021-10-02,Male,1-4 Years,34,1
2021-10-02,Male,5-14 Years,66,5
2021-10-02,Male,15-24 Years,566,32
2021-10-02,Male,25-34 Years,"1,220",157
2021-10-02,Male,35-44 Years,"1,903",473
2021-10-02,Male,45-54 Years,"3,193",940
2021-10-02,Male,55-64 Years,"6,283","1,555"
2021-10-02,Male,65-74 Years,"8,755","1,809"
2021-10-02,Male,75-84 Years,"8,532","1,371"
2021-10-02,Male,85+ Years,"7,174",859
2021-10-02,Female,All Ages,"33,393","5,650"
2021-10-02,Female,<1 Years,196,6
2021-10-02,Female,1-4 Years,38,0
2021-10-02,Female,5-14 Years,42,3
2021-10-02,Female,15-24 Years,203,26
2021-10-02,Female,25-34 Years,537,115
2021-10-02,Female,35-44 Years,977,287
2021-10-02,Female,45-54 Years,"1,855",575
2021-10-02,Female,55-64 Years,"4,182","1,132"
2021-10-02,Female,65-74 Years,"6,444","1,337"
2021-10-02,Female,75-84 Years,"7,856","1,162"
2021-10-02,Female,85+ Years,"11,063","1,007"
2021-10-09,All Sex,All Ages,"69,133","11,196"
2021-10-09,All Sex,<1 Years,401,3
2021-10-09,All Sex,1-4 Years,85,2
2021-10-09,All Sex,5-14 Years,109,2
2021-10-09,All Sex,15-24 Years,766,44
2021-10-09,All Sex,25-34 Years,"1,686",229
2021-10-09,All Sex,35-44 Years,"2,710",588
2021-10-09,All Sex,45-54 Years,"4,714","1,257"
2021-10-09,All Sex,55-64 Years,"10,031","2,300"
2021-10-09,All Sex,65-74 Years,"14,707","2,743"
2021-10-09,All Sex,75-84 Years,"16,022","2,271"
2021-10-09,All Sex,85+ Years,"17,902","1,757"
2021-10-09,Male,All Ages,"36,712","6,318"
2021-10-09,Male,<1 Years,222,2
2021-10-09,Male,1-4 Years,47,2
2021-10-09,Male,5-14 Years,58,2
2021-10-09,Male,15-24 Years,562,28
2021-10-09,Male,25-34 Years,"1,215",144
2021-10-09,Male,35-44 Years,"1,760",333
2021-10-09,Male,45-54 Years,"2,912",753
2021-10-09,Male,55-64 Years,"6,156","1,383"
2021-10-09,Male,65-74 Years,"8,436","1,548"
2021-10-09,Male,75-84 Years,"8,295","1,287"
2021-10-09,Male,85+ Years,"7,049",836
2021-10-09,Female,All Ages,"32,421","4,878"
2021-10-09,Female,<1 Years,179,1
2021-10-09,Female,1-4 Years,38,0
2021-10-09,Female,5-14 Years,51,0
2021-10-09,Female,15-24 Years,204,16
2021-10-09,Female,25-34 Years,471,85
2021-10-09,Female,35-44 Years,950,255
2021-10-09,Female,45-54 Years,"1,802",504
2021-10-09,Female,55-64 Years,"3,875",917
2021-10-09,Female,65-74 Years,"6,271","1,195"
2021-10-09,Female,75-84 Years,"7,727",984
2021-10-09,Female,85+ Years,"10,853",921
2021-10-16,All Sex,All Ages,"67,547","9,902"
2021-10-16,All Sex,<1 Years,375,4
2021-10-16,All Sex,1-4 Years,72,2
2021-10-16,All Sex,5-14 Years,97,4
2021-10-16,All Sex,15-24 Years,732,55
2021-10-16,All Sex,25-34 Years,"1,653",199
2021-10-16,All Sex,35-44 Years,"2,626",523
2021-10-16,All Sex,45-54 Years,"4,572","1,134"
2021-10-16,All Sex,55-64 Years,"9,545","1,999"
2021-10-16,All Sex,65-74 Years,"14,179","2,389"
2021-10-16,All Sex,75-84 Years,"15,815","2,004"
2021-10-16,All Sex,85+ Years,"17,881","1,589"
2021-10-16,Male,All Ages,"35,778","5,566"
2021-10-16,Male,<1 Years,201,1
2021-10-16,Male,1-4 Years,39,1
2021-10-16,Male,5-14 Years,59,3
2021-10-16,Male,15-24 Years,532,33
2021-10-16,Male,25-34 Years,"1,153",122
2021-10-16,Male,35-44 Years,"1,655",308
2021-10-16,Male,45-54 Years,"2,877",717
2021-10-16,Male,55-64 Years,"5,867","1,195"
2021-10-16,Male,65-74 Years,"8,083","1,327"
2021-10-16,Male,75-84 Years,"8,191","1,126"
2021-10-16,Male,85+ Years,"7,121",733
2021-10-16,Female,All Ages,"31,769","4,336"
2021-10-16,Female,<1 Years,174,3
2021-10-16,Female,1-4 Years,33,1
2021-10-16,Female,5-14 Years,38,1
2021-10-16,Female,15-24 Years,200,22
2021-10-16,Female,25-34 Years,500,77
2021-10-16,Female,35-44 Years,971,215
2021-10-16,Female,45-54 Years,"1,695",417
2021-10-16,Female,55-64 Years,"3,678",804
2021-10-16,Female,65-74 Years,"6,096","1,062"
2021-10-16,Female,75-84 Years,"7,624",878
2021-10-16,Female,85+ Years,"10,760",856
2021-10-23,All Sex,All Ages,"67,062","8,957"
2021-10-23,All Sex,<1 Years,412,4
2021-10-23,All Sex,1-4 Years,63,0
2021-10-23,All Sex,5-14 Years,90,3
2021-10-23,All Sex,15-24 Years,758,40
2021-10-23,All Sex,25-34 Years,"1,594",193
2021-10-23,All Sex,35-44 Years,"2,514",441
2021-10-23,All Sex,45-54 Years,"4,293",948
2021-10-23,All Sex,55-64 Years,"9,272","1,718"
2021-10-23,All Sex,65-74 Years,"14,054","2,181"
2021-10-23,All Sex,75-84 Years,"16,107","1,862"
2021-10-23,All Sex,85+ Years,"17,905","1,567"
2021-10-23,Male,All Ages,"35,627","5,127"
2021-10-23,Male,<1 Years,217,4
2021-10-23,Male,1-4 Years,31,0
2021-10-23,Male,5-14 Years,59,0
2021-10-23,Male,15-24 Years,540,30
